wrist_x,wrist_y,wrist_z,index_x,index_y,index_z,middle_x,middle_y,middle_z,label
0.721167,0.518576,0.0,0.627442,0.299678,-0.030921,0.64257,0.275598,-0.027545,HELLO
0.732212,0.51788,0.0,0.643046,0.298882,-0.03209,0.659216,0.271724,-0.026468,HELLO
0.758609,0.555686,0.0,0.724029,0.309556,-0.054241,0.739336,0.291789,-0.046033,HELLO
0.775911,0.590206,0.0,0.733642,0.321291,-0.039225,0.751955,0.306663,-0.034901,HELLO
0.790475,0.627867,0.0,0.772427,0.350813,-0.039849,0.793591,0.336486,-0.034905,HELLO
0.792182,0.631186,0.0,0.772939,0.351581,-0.03599,0.793244,0.338229,-0.029807,HELLO
0.785417,0.62788,0.0,0.76499,0.343668,-0.029557,0.784043,0.330017,-0.022096,HELLO
0.781528,0.621625,0.0,0.757794,0.337834,-0.033836,0.776081,0.322976,-0.026599,HELLO
0.754791,0.59011,0.0,0.686161,0.313317,-0.016154,0.699931,0.298678,-0.012053,HELLO
0.740855,0.574184,0.0,0.658884,0.308699,-0.026008,0.671177,0.292938,-0.023571,HELLO
0.718995,0.560766,0.0,0.605673,0.324086,-0.0216,0.617448,0.299689,-0.018563,HELLO
0.685776,0.565371,0.0,0.587476,0.318625,-0.022701,0.596685,0.300704,-0.01972,HELLO
0.6554,0.552965,0.0,0.519275,0.357805,-0.017163,0.526453,0.329159,-0.01281,HELLO
0.634052,0.547875,0.0,0.500098,0.379268,-0.020382,0.503897,0.345696,-0.015805,HELLO
0.625137,0.546256,0.0,0.494142,0.385247,-0.023102,0.4995,0.350369,-0.016982,HELLO
0.610574,0.551791,0.0,0.476007,0.401233,-0.017063,0.480779,0.370639,-0.0132,HELLO
0.615,0.546199,0.0,0.484211,0.38659,-0.017899,0.489023,0.356038,-0.014293,HELLO
0.618228,0.542093,0.0,0.488685,0.380325,-0.019353,0.495653,0.348108,-0.015771,HELLO
0.639562,0.527604,0.0,0.516202,0.348366,-0.023201,0.52287,0.318421,-0.02051,HELLO
0.670648,0.529134,0.0,0.570573,0.314762,-0.016734,0.57953,0.287355,-0.015599,HELLO
0.68898,0.527683,0.0,0.595177,0.307489,-0.020422,0.60761,0.286674,-0.017002,HELLO
0.701637,0.540898,0.0,0.617387,0.318666,-0.026599,0.630308,0.291612,-0.023664,HELLO
0.705425,0.548684,0.0,0.630692,0.314223,-0.026829,0.644222,0.294964,-0.024188,HELLO
0.746505,0.577485,0.0,0.69944,0.324101,-0.032702,0.715822,0.306591,-0.027669,HELLO
0.76255,0.589808,0.0,0.715091,0.331916,-0.0245,0.734685,0.315587,-0.021729,HELLO
0.776613,0.610959,0.0,0.747427,0.341653,-0.02492,0.766505,0.330435,-0.022513,HELLO
0.789374,0.634093,0.0,0.771558,0.36034,-0.028607,0.79202,0.346982,-0.024426,HELLO
0.791629,0.644536,0.0,0.78027,0.367272,-0.032113,0.800883,0.356019,-0.026928,HELLO
0.792239,0.650938,0.0,0.78178,0.370801,-0.027045,0.802454,0.361493,-0.02134,HELLO
0.783068,0.646052,0.0,0.770889,0.366905,-0.023506,0.78939,0.353557,-0.019141,HELLO
0.767357,0.620343,0.0,0.729659,0.344821,-0.016214,0.747759,0.331464,-0.012817,HELLO
0.746945,0.59839,0.0,0.68248,0.336415,-0.013448,0.695855,0.321831,-0.010901,HELLO
0.621039,0.536367,0.0,0.474842,0.414194,-0.018317,0.480706,0.381134,-0.014139,HELLO
0.649369,0.515247,0.0,0.501566,0.379675,-0.014805,0.505403,0.344033,-0.012132,HELLO
0.687538,0.522154,0.0,0.575447,0.317046,-0.047167,0.583624,0.288632,-0.038824,HELLO
0.726691,0.522536,0.0,0.60606,0.316233,-0.046778,0.61769,0.288159,-0.040495,HELLO
0.7526,0.533884,0.0,0.646963,0.305838,-0.048924,0.661243,0.277932,-0.041791,HELLO
0.773161,0.553382,0.0,0.683227,0.307467,-0.040959,0.696921,0.286954,-0.034641,HELLO
0.803966,0.585995,0.0,0.744602,0.324461,-0.043039,0.763407,0.310605,-0.032628,HELLO
0.819796,0.627702,0.0,0.779461,0.359311,-0.037774,0.799874,0.345461,-0.029608,HELLO
0.825866,0.65023,0.0,0.789519,0.373549,-0.035721,0.810071,0.362187,-0.027835,HELLO
0.827118,0.669337,0.0,0.807443,0.385655,-0.036304,0.828172,0.375609,-0.028544,HELLO
0.823054,0.664651,0.0,0.799034,0.376851,-0.03374,0.819951,0.365329,-0.025925,HELLO
0.810319,0.652729,0.0,0.777614,0.364414,-0.035915,0.796253,0.351904,-0.028512,HELLO
0.781284,0.624883,0.0,0.698335,0.342911,-0.023285,0.706879,0.319557,-0.019602,HELLO
0.75363,0.606568,0.0,0.652697,0.337319,-0.022228,0.665221,0.316385,-0.019046,HELLO
0.729269,0.589152,0.0,0.609745,0.354634,-0.028038,0.620357,0.32559,-0.022742,HELLO
0.686459,0.586917,0.0,0.577356,0.362711,-0.01844,0.586263,0.335684,-0.015391,HELLO
0.665146,0.588137,0.0,0.539463,0.385585,-0.01105,0.545384,0.357418,-0.008255,HELLO
0.645229,0.585756,0.0,0.516749,0.403171,-0.003337,0.524247,0.372139,-0.001799,HELLO
0.627008,0.580251,0.0,0.495664,0.419886,-0.006238,0.500511,0.38531,-0.003756,HELLO
0.620021,0.579087,0.0,0.481283,0.428782,-0.014652,0.487069,0.396431,-0.012098,HELLO
0.619812,0.576868,0.0,0.480404,0.428091,-0.021205,0.486612,0.395289,-0.017343,HELLO
0.623788,0.576683,0.0,0.481116,0.428349,-0.019188,0.487507,0.396204,-0.01597,HELLO
0.640239,0.5765,0.0,0.507358,0.409513,-0.016176,0.513101,0.37759,-0.01329,HELLO
0.669846,0.57009,0.0,0.543393,0.38234,-0.023991,0.551292,0.352741,-0.02151,HELLO
0.675847,0.57388,0.0,0.561243,0.369699,-0.01178,0.569391,0.345977,-0.013123,HELLO
0.685647,0.57355,0.0,0.582626,0.357547,-0.020602,0.591223,0.332537,-0.01811,HELLO
0.730723,0.594811,0.0,0.661756,0.347088,-0.034686,0.674024,0.318706,-0.028121,HELLO
0.755773,0.603991,0.0,0.687086,0.351563,-0.016125,0.70517,0.332093,-0.013868,HELLO
0.767672,0.611547,0.0,0.705194,0.352514,-0.020996,0.724688,0.335296,-0.016117,HELLO
0.782941,0.625886,0.0,0.737342,0.35725,-0.025162,0.758617,0.343572,-0.021866,HELLO
0.788191,0.642115,0.0,0.760129,0.366245,-0.025288,0.779842,0.354989,-0.020459,HELLO
0.791718,0.644944,0.0,0.766019,0.367539,-0.02509,0.785811,0.357541,-0.021005,HELLO
0.793671,0.654362,0.0,0.774969,0.373777,-0.027075,0.794404,0.362089,-0.022,HELLO
0.792801,0.649756,0.0,0.766786,0.367266,-0.032372,0.786108,0.353991,-0.025527,HELLO
0.777958,0.635537,0.0,0.745056,0.354595,-0.021091,0.763982,0.33973,-0.018048,HELLO
0.774387,0.617697,0.0,0.72349,0.344189,-0.022785,0.741641,0.326564,-0.019752,HELLO
0.760185,0.601269,0.0,0.700268,0.3305,-0.024401,0.717203,0.313167,-0.020982,HELLO
0.729631,0.578618,0.0,0.637806,0.316887,-0.021772,0.649786,0.296066,-0.017791,HELLO
0.714075,0.563596,0.0,0.604593,0.325697,-0.019749,0.616164,0.299205,-0.01673,HELLO
0.685692,0.565065,0.0,0.581222,0.336306,-0.016627,0.590273,0.312377,-0.014445,HELLO
0.669123,0.571704,0.0,0.538743,0.367131,-0.007231,0.545062,0.345014,-0.005486,HELLO
0.646148,0.575186,0.0,0.503489,0.414278,-0.008461,0.510027,0.385101,-0.00541,HELLO
0.631101,0.575884,0.0,0.490918,0.428083,-0.015013,0.498892,0.400121,-0.009263,HELLO
0.624815,0.573492,0.0,0.487046,0.430843,-0.01709,0.492497,0.401382,-0.011911,HELLO
0.622676,0.570663,0.0,0.485915,0.43246,-0.012276,0.491378,0.403029,-0.007993,HELLO
0.640891,0.567356,0.0,0.513131,0.40608,-0.008693,0.520202,0.369472,-0.00826,HELLO
0.649879,0.563937,0.0,0.52556,0.394831,-0.001771,0.53265,0.365723,-0.000709,HELLO
0.669747,0.562398,0.0,0.559139,0.36933,-0.006793,0.56808,0.340222,-0.007326,HELLO
0.705956,0.566871,0.0,0.608015,0.34974,-0.01941,0.623266,0.321192,-0.017874,HELLO
0.740081,0.577623,0.0,0.653413,0.341344,-0.029212,0.670477,0.315034,-0.026261,HELLO
0.750075,0.583803,0.0,0.669711,0.336598,-0.028322,0.685111,0.312869,-0.026041,HELLO
0.773184,0.607506,0.0,0.709035,0.342503,-0.029784,0.725936,0.323276,-0.027237,HELLO
0.786382,0.64056,0.0,0.737831,0.36238,-0.032711,0.75763,0.345619,-0.029311,HELLO
0.792987,0.669315,0.0,0.759171,0.383202,-0.036861,0.778769,0.369525,-0.033262,HELLO
0.796641,0.680029,0.0,0.764162,0.388513,-0.03487,0.785355,0.375165,-0.030567,HELLO
0.796542,0.705308,0.0,0.787503,0.406861,-0.023284,0.808071,0.396773,-0.021157,HELLO
0.797384,0.691333,0.0,0.775969,0.402328,-0.022407,0.797062,0.388699,-0.017677,HELLO
0.773466,0.668173,0.0,0.747808,0.379898,-0.01982,0.767371,0.366969,-0.015667,HELLO
0.750522,0.639031,0.0,0.681521,0.358165,-0.019186,0.695642,0.336936,-0.017692,HELLO
0.731519,0.613234,0.0,0.614726,0.360973,-0.019257,0.627375,0.335647,-0.017119,HELLO
0.683738,0.601696,0.0,0.552271,0.372359,0.000731,0.560076,0.347283,0.001161,HELLO
0.64995,0.590042,0.0,0.524036,0.388952,0.001402,0.527972,0.360272,0.002014,HELLO
0.63064,0.580026,0.0,0.501434,0.40583,-0.00918,0.505296,0.372843,-0.006638,HELLO
0.616617,0.576866,0.0,0.488224,0.418247,-0.00313,0.493016,0.386077,-0.000387,HELLO
0.609272,0.576839,0.0,0.481955,0.41806,-0.00775,0.48699,0.387263,-0.005823,HELLO
0.61118,0.571835,0.0,0.479948,0.420797,-0.00919,0.486147,0.38969,-0.007326,HELLO
0.629536,0.576867,0.0,0.503194,0.40288,-0.013833,0.509454,0.371921,-0.011824,HELLO
0.63614,0.576731,0.0,0.515157,0.391287,-0.008709,0.521507,0.363878,-0.008282,HELLO
0.664421,0.580303,0.0,0.552363,0.367357,-0.025792,0.563957,0.340425,-0.022494,HELLO
0.68302,0.575537,0.0,0.590285,0.348242,-0.015008,0.599036,0.327228,-0.014369,HELLO
0.723347,0.584483,0.0,0.662622,0.327532,-0.031054,0.677389,0.307283,-0.027434,HELLO
0.747268,0.585734,0.0,0.692719,0.336979,-0.018746,0.71066,0.320165,-0.017733,HELLO
0.763449,0.596444,0.0,0.724316,0.344446,-0.020775,0.744417,0.331307,-0.018134,HELLO
0.77754,0.623756,0.0,0.760747,0.359795,-0.021803,0.780516,0.350816,-0.02134,HELLO
0.78413,0.635985,0.0,0.774924,0.369568,-0.020248,0.795674,0.362945,-0.015609,HELLO
0.790393,0.645115,0.0,0.788535,0.376034,-0.02245,0.808655,0.368581,-0.017882,HELLO
0.796188,0.651784,0.0,0.798286,0.381134,-0.022459,0.819518,0.374717,-0.019116,HELLO
0.795148,0.651691,0.0,0.797321,0.379204,-0.019088,0.817451,0.370263,-0.013382,HELLO
0.789071,0.645939,0.0,0.792436,0.37219,-0.018779,0.811824,0.36137,-0.013654,HELLO
0.782984,0.642469,0.0,0.786035,0.365341,-0.016845,0.805235,0.355634,-0.013953,HELLO
0.771717,0.632576,0.0,0.771442,0.355221,-0.01238,0.791543,0.344687,-0.011433,HELLO
0.745417,0.605012,0.0,0.730125,0.326475,-0.014024,0.74654,0.312018,-0.013722,HELLO
0.724805,0.586536,0.0,0.665474,0.306307,-0.026887,0.678138,0.288289,-0.026347,HELLO
0.701129,0.570542,0.0,0.593869,0.31262,-0.01369,0.604536,0.29091,-0.012072,HELLO
0.669988,0.563981,0.0,0.546834,0.328823,-0.011215,0.554053,0.307676,-0.009349,HELLO
0.656356,0.561082,0.0,0.534738,0.346663,-0.010247,0.54158,0.321571,-0.010494,HELLO
0.634312,0.558783,0.0,0.501535,0.376322,-0.019402,0.508865,0.346052,-0.014108,HELLO
0.609392,0.569129,0.0,0.475937,0.40338,-0.011111,0.482383,0.371911,-0.008443,HELLO
0.600659,0.571372,0.0,0.46433,0.416565,-0.014643,0.468605,0.386797,-0.012619,HELLO
0.598129,0.571248,0.0,0.462075,0.417649,-0.006407,0.465959,0.386316,-0.005406,HELLO
0.596248,0.57408,0.0,0.462738,0.416668,-0.00806,0.466434,0.386427,-0.007175,HELLO
0.623137,0.557806,0.0,0.497104,0.386543,-0.016296,0.503869,0.352855,-0.014217,HELLO
0.632917,0.555757,0.0,0.509677,0.371689,-0.01786,0.514044,0.345622,-0.016851,HELLO
0.741853,0.639847,0.0,0.686527,0.35563,-0.003935,0.705127,0.333596,-0.006078,HELLO
0.759812,0.659958,0.0,0.72172,0.381387,-0.010718,0.741577,0.36626,-0.010285,HELLO
0.761392,0.679766,0.0,0.754059,0.400331,-0.015325,0.773143,0.391244,-0.013912,HELLO
0.758431,0.69315,0.0,0.761901,0.406216,-0.0149,0.783698,0.399218,-0.012205,HELLO
0.769841,0.715165,0.0,0.78704,0.425802,-0.018544,0.808811,0.418466,-0.015824,HELLO
0.768098,0.712145,0.0,0.778381,0.414721,-0.012538,0.799918,0.407399,-0.00952,HELLO
0.767059,0.696428,0.0,0.767707,0.401169,-0.019588,0.785341,0.393062,-0.016044,HELLO
0.619319,0.572934,0.0,0.478344,0.417478,-0.008071,0.487358,0.385542,-0.003716,HELLO
0.655748,0.559088,0.0,0.533541,0.378212,-0.000883,0.540294,0.347296,6.6e-05,HELLO
0.679673,0.565679,0.0,0.586713,0.339418,-0.04648,0.60002,0.312903,-0.035842,HELLO
0.724105,0.560824,0.0,0.643189,0.329497,-0.024119,0.658855,0.30437,-0.022706,HELLO
0.741256,0.558551,0.0,0.661607,0.318866,-0.027827,0.676473,0.296617,-0.024548,HELLO
0.766401,0.574957,0.0,0.707369,0.320238,-0.023696,0.723348,0.300875,-0.021759,HELLO
0.791063,0.602453,0.0,0.749963,0.332312,-0.036039,0.767637,0.319447,-0.031005,HELLO
0.795002,0.614787,0.0,0.758911,0.34137,-0.028527,0.778328,0.328875,-0.024032,HELLO
0.807465,0.642676,0.0,0.788472,0.365108,-0.02758,0.809202,0.355322,-0.022926,HELLO
0.821873,0.674337,0.0,0.824554,0.393617,-0.027522,0.845092,0.386414,-0.024562,HELLO
0.819053,0.671755,0.0,0.824271,0.39075,-0.031393,0.844779,0.383201,-0.025202,HELLO
0.818012,0.660236,0.0,0.811914,0.376882,-0.024141,0.831679,0.369386,-0.017866,HELLO
0.797008,0.634671,0.0,0.780976,0.351189,-0.025042,0.799913,0.340288,-0.019817,HELLO
0.780599,0.603127,0.0,0.718706,0.317142,-0.024309,0.737328,0.30209,-0.01781,HELLO
0.764126,0.570549,0.0,0.661494,0.298538,-0.023763,0.672813,0.284037,-0.017789,HELLO
0.728513,0.55275,0.0,0.599465,0.306636,-0.014474,0.606215,0.285172,-0.009005,HELLO
0.680838,0.55777,0.0,0.549776,0.332862,-0.01138,0.553801,0.311219,-0.01019,HELLO
0.668454,0.558723,0.0,0.539198,0.35785,-0.000997,0.545819,0.333051,-0.002956,HELLO
0.651457,0.557395,0.0,0.50963,0.391807,-0.010503,0.515234,0.365607,-0.007783,HELLO
0.638088,0.558732,0.0,0.504207,0.40604,-0.012226,0.509619,0.373259,-0.00818,HELLO
0.627564,0.551343,0.0,0.488808,0.41724,-0.006829,0.493118,0.387359,-0.003603,HELLO
0.627129,0.551003,0.0,0.488837,0.415596,-0.012013,0.495149,0.385722,-0.008831,HELLO
0.638473,0.548217,0.0,0.50691,0.396775,-0.00515,0.51136,0.365399,-0.005698,HELLO
0.667865,0.534244,0.0,0.556269,0.336605,-0.032831,0.565466,0.308132,-0.027433,HELLO
0.808492,0.56261,0.0,0.739157,0.28564,-0.024308,0.757682,0.270695,-0.018441,HELLO
0.817219,0.584386,0.0,0.772392,0.301776,-0.021027,0.790408,0.292329,-0.015115,HELLO
0.830152,0.597086,0.0,0.800795,0.321645,-0.025527,0.822222,0.314807,-0.020511,HELLO
0.829581,0.604817,0.0,0.809374,0.329288,-0.036233,0.830356,0.321343,-0.030671,HELLO
0.831529,0.606027,0.0,0.813208,0.332512,-0.0356,0.835177,0.323559,-0.029114,HELLO
0.830621,0.610164,0.0,0.814701,0.335554,-0.039097,0.834824,0.324583,-0.032012,HELLO
0.821809,0.604407,0.0,0.798855,0.326743,-0.031024,0.819443,0.317928,-0.025598,HELLO
0.798227,0.584785,0.0,0.758012,0.308969,-0.030442,0.777914,0.294765,-0.023801,HELLO
0.787501,0.578501,0.0,0.742507,0.303984,-0.029721,0.759268,0.292129,-0.024008,HELLO
0.781249,0.571473,0.0,0.72517,0.29883,-0.024886,0.742112,0.28498,-0.021185,HELLO
0.75851,0.544409,0.0,0.630487,0.304195,-0.019458,0.643202,0.277987,-0.017289,HELLO
0.715332,0.543899,0.0,0.604683,0.303469,-0.022219,0.618655,0.281426,-0.018523,HELLO
0.679008,0.540216,0.0,0.563994,0.324465,-0.010206,0.573683,0.300247,-0.009788,HELLO
0.647343,0.535683,0.0,0.505423,0.362613,-0.017712,0.510029,0.335787,-0.013199,HELLO
0.62301,0.540161,0.0,0.491385,0.3828,-0.016524,0.495419,0.350284,-0.010691,HELLO
0.616684,0.539073,0.0,0.485695,0.387848,-0.02376,0.490785,0.354663,-0.018339,HELLO
0.609338,0.537679,0.0,0.475387,0.39997,-0.01347,0.478519,0.370051,-0.009578,HELLO
0.602744,0.537177,0.0,0.464818,0.408207,-0.014818,0.469623,0.378852,-0.011333,HELLO
0.606735,0.540722,0.0,0.473589,0.401415,-0.005921,0.479538,0.368973,-0.004218,HELLO
0.618612,0.538348,0.0,0.491881,0.386361,-0.0153,0.498388,0.352193,-0.012297,HELLO
0.781336,0.557173,0.0,0.709431,0.283168,-0.013321,0.729085,0.264677,-0.011224,HELLO
0.790043,0.568711,0.0,0.741668,0.296908,-0.019546,0.761834,0.281451,-0.016074,HELLO
0.790036,0.577166,0.0,0.763482,0.306338,-0.025831,0.782664,0.292991,-0.020635,HELLO
0.793219,0.582676,0.0,0.775517,0.311375,-0.024375,0.7964,0.299771,-0.019056,HELLO
0.802202,0.588444,0.0,0.794026,0.316007,-0.023866,0.816223,0.303432,-0.01873,HELLO
0.801737,0.585058,0.0,0.794268,0.311083,-0.026128,0.81504,0.299903,-0.02099,HELLO
0.77902,0.559516,0.0,0.746473,0.286166,-0.020201,0.762171,0.268805,-0.017228,HELLO
0.771437,0.55099,0.0,0.729014,0.283856,-0.021305,0.74782,0.26508,-0.018084,HELLO
0.747493,0.536286,0.0,0.686002,0.274575,-0.023455,0.702338,0.255442,-0.020179,HELLO
0.719116,0.535215,0.0,0.619958,0.296176,-0.017573,0.629073,0.270768,-0.016929,HELLO
0.681926,0.546187,0.0,0.563546,0.325403,-0.019551,0.573535,0.301457,-0.015964,HELLO
0.657911,0.557544,0.0,0.531141,0.358565,-0.009938,0.537187,0.331978,-0.009163,HELLO
0.629174,0.556554,0.0,0.491431,0.409146,-0.007376,0.496514,0.37668,-0.003335,HELLO
0.618826,0.553535,0.0,0.485283,0.414863,-0.008525,0.489965,0.38146,-0.004639,HELLO
0.612824,0.553906,0.0,0.476955,0.42199,0.005974,0.480786,0.391698,0.005395,HELLO
0.622501,0.548646,0.0,0.49063,0.400936,-0.000685,0.494629,0.372977,0.001857,HELLO
0.660147,0.542199,0.0,0.544145,0.355699,-0.012002,0.551146,0.327725,-0.009405,HELLO
0.666934,0.536623,0.0,0.557703,0.348654,-0.006118,0.567848,0.32238,-0.006402,HELLO
0.68628,0.53372,0.0,0.591481,0.325908,-0.024218,0.60206,0.301209,-0.021928,HELLO
0.719452,0.528644,0.0,0.635099,0.301922,-0.016867,0.65186,0.273844,-0.014698,HELLO
0.739715,0.526212,0.0,0.662653,0.282801,-0.018349,0.675997,0.26523,-0.015093,HELLO
0.766093,0.541346,0.0,0.706016,0.281281,-0.025394,0.724507,0.262699,-0.021962,HELLO
0.773999,0.556197,0.0,0.734486,0.285829,-0.032454,0.750978,0.268627,-0.029211,HELLO
0.777764,0.566318,0.0,0.752167,0.289081,-0.032988,0.771353,0.274657,-0.027916,HELLO
0.765422,0.565304,0.0,0.732833,0.28666,-0.032722,0.753136,0.269999,-0.028666,HELLO
0.762451,0.564648,0.0,0.723556,0.285206,-0.029234,0.743803,0.266846,-0.025279,HELLO
0.734124,0.557193,0.0,0.635293,0.295745,-0.020098,0.648275,0.272777,-0.016028,HELLO
0.709777,0.5525,0.0,0.614283,0.301575,-0.022909,0.627712,0.277688,-0.018801,HELLO
0.678124,0.550838,0.0,0.582597,0.31624,-0.014219,0.592273,0.292204,-0.00991,HELLO
0.668795,0.545144,0.0,0.555373,0.337452,-0.006594,0.565537,0.30879,-0.004873,HELLO
0.645074,0.552486,0.0,0.516751,0.375239,-0.016292,0.52547,0.345238,-0.011905,HELLO
0.635285,0.553019,0.0,0.506878,0.391172,-0.016579,0.514125,0.359869,-0.010466,HELLO
0.627891,0.553732,0.0,0.499468,0.397189,-0.017645,0.506288,0.367621,-0.012665,HELLO
0.615219,0.56097,0.0,0.48483,0.414043,-0.01364,0.492139,0.386339,-0.009633,HELLO
0.615488,0.561384,0.0,0.484678,0.415154,-0.016069,0.492136,0.385463,-0.012568,HELLO
0.617226,0.562086,0.0,0.487207,0.415062,-0.016991,0.494285,0.385431,-0.014268,HELLO
0.650732,0.552753,0.0,0.537655,0.367713,-0.014472,0.544518,0.338333,-0.012839,HELLO
0.665846,0.548858,0.0,0.561824,0.349656,-0.009978,0.571419,0.323176,-0.010269,HELLO
0.702703,0.553674,0.0,0.617166,0.327294,-0.019974,0.631136,0.298218,-0.018693,HELLO
0.711567,0.552022,0.0,0.632847,0.319614,-0.022093,0.646478,0.298817,-0.018639,HELLO
0.744995,0.576794,0.0,0.693295,0.318277,-0.030515,0.711788,0.298756,-0.028233,HELLO
0.761318,0.580897,0.0,0.713727,0.320608,-0.02305,0.731966,0.306075,-0.018887,HELLO
0.780537,0.60246,0.0,0.770312,0.325369,-0.023478,0.790104,0.318233,-0.019409,HELLO
0.787917,0.606415,0.0,0.777211,0.330511,-0.025594,0.797231,0.32269,-0.02089,HELLO
0.790564,0.6129,0.0,0.788458,0.334955,-0.023511,0.809611,0.326145,-0.017316,HELLO
0.781958,0.608571,0.0,0.766874,0.335632,-0.020765,0.786422,0.319785,-0.018329,HELLO
0.646767,0.570384,0.0,0.486347,0.428197,-0.011518,0.488938,0.392753,-0.008263,HELLO
0.648671,0.567017,0.0,0.48915,0.42494,0.004625,0.494665,0.390752,0.006043,HELLO
0.648221,0.565494,0.0,0.492127,0.42982,0.002454,0.495029,0.39207,0.004877,HELLO
0.649531,0.568095,0.0,0.4933,0.427237,0.002686,0.496794,0.391472,0.005336,HELLO
0.649343,0.567509,0.0,0.493408,0.427329,-0.002899,0.497309,0.390406,0.000344,HELLO
0.650577,0.566601,0.0,0.493326,0.427558,-0.000284,0.496905,0.391767,0.002743,HELLO
0.653678,0.567227,0.0,0.49667,0.424039,0.0127,0.500926,0.389255,0.013928,HELLO
0.794107,0.615747,0.0,0.766139,0.299091,-0.019396,0.783618,0.285455,-0.012417,HELLO
0.796945,0.620528,0.0,0.793694,0.303866,-0.015705,0.815221,0.294685,-0.009331,HELLO
0.804179,0.624525,0.0,0.802272,0.308797,-0.032189,0.825739,0.299474,-0.025028,HELLO
0.793979,0.610829,0.0,0.776758,0.30196,-0.0285,0.800677,0.288237,-0.018281,HELLO
0.783919,0.593064,0.0,0.731559,0.291703,-0.028382,0.746793,0.276102,-0.022241,HELLO
0.762073,0.566141,0.0,0.619712,0.316903,-0.02744,0.627,0.299573,-0.023405,HELLO
0.674461,0.563752,-0.0,0.505015,0.39103,-0.013557,0.505018,0.357728,-0.009041,HELLO
0.657955,0.546829,0.0,0.493312,0.415425,-0.001807,0.496642,0.378534,0.000624,HELLO
0.641252,0.529977,0.0,0.476246,0.417029,-0.02224,0.481971,0.386407,-0.014952,HELLO
0.652874,0.522447,0.0,0.502341,0.38942,-0.015116,0.507325,0.356096,-0.011954,HELLO
0.658342,0.520566,0.0,0.512309,0.377478,-0.015807,0.517657,0.347548,-0.011539,HELLO
0.790991,0.536273,0.0,0.719469,0.266027,-0.016727,0.739151,0.249372,-0.009694,HELLO
0.805016,0.560642,0.0,0.758853,0.283323,-0.016763,0.776088,0.272591,-0.011788,HELLO
0.808475,0.571645,0.0,0.773451,0.2905,-0.014522,0.791794,0.279845,-0.010188,HELLO
0.810355,0.576747,0.0,0.786743,0.29543,-0.001236,0.806144,0.284145,0.000415,HELLO
0.800486,0.574083,0.0,0.780663,0.291341,-0.012851,0.797691,0.277185,-0.007438,HELLO
0.78496,0.562578,0.0,0.74039,0.282175,-0.014058,0.755904,0.268553,-0.009872,HELLO
0.761964,0.552624,0.0,0.681564,0.28476,-0.023296,0.691245,0.265118,-0.023701,HELLO
0.752105,0.544971,0.0,0.655034,0.294483,-0.022302,0.666629,0.272838,-0.022519,HELLO
0.73494,0.517242,0.0,0.569245,0.310827,-0.017583,0.568698,0.299662,-0.015351,HELLO
0.683745,0.528346,0.0,0.534439,0.331445,0.002476,0.539526,0.304843,0.003517,HELLO
0.654112,0.520151,0.0,0.508373,0.348781,-0.005018,0.51221,0.318852,-0.001554,HELLO
0.622186,0.51513,0.0,0.468843,0.388511,-0.008145,0.470097,0.356775,-0.004151,HELLO
0.611752,0.514505,0.0,0.459437,0.39796,-0.016508,0.463935,0.365332,-0.011394,HELLO
0.614197,0.509261,0.0,0.466847,0.386224,-0.01418,0.470934,0.358171,-0.009856,HELLO
0.625072,0.494077,0.0,0.482658,0.355922,-0.027864,0.485518,0.322702,-0.021785,HELLO
0.782738,0.469372,0.0,0.713914,0.199336,-0.023357,0.731174,0.176882,-0.019449,HELLO
0.802335,0.486228,0.0,0.742887,0.208745,-0.023537,0.760727,0.191561,-0.017064,HELLO
0.81856,0.521271,0.0,0.786733,0.229676,-0.025454,0.805512,0.221393,-0.018324,HELLO
0.827338,0.545026,0.0,0.815106,0.255559,-0.021841,0.835128,0.242099,-0.015253,HELLO
0.832454,0.546993,0.0,0.815382,0.258382,-0.01056,0.836331,0.245676,-0.004362,HELLO
0.830724,0.548314,0.0,0.815544,0.259558,-0.019083,0.83589,0.249564,-0.009435,HELLO
0.811623,0.540769,0.0,0.784967,0.249177,-0.01382,0.803403,0.236543,-0.004584,HELLO
0.799409,0.530959,0.0,0.755278,0.243145,-0.006318,0.774069,0.22941,-0.001094,HELLO
0.773506,0.523806,0.0,0.720657,0.236549,-0.015549,0.733776,0.22354,-0.013382,HELLO
0.762411,0.502283,0.0,0.655366,0.245475,-0.026647,0.667138,0.222704,-0.021785,HELLO
0.733902,0.483353,0.0,0.588608,0.256493,-0.021158,0.595287,0.234475,-0.018312,HELLO
0.689037,0.498169,0.0,0.544925,0.288246,-0.007405,0.556176,0.264613,-0.006539,HELLO
0.657348,0.5081,0.0,0.492759,0.359597,-0.009745,0.497815,0.331773,-0.004409,HELLO
0.625807,0.523861,0.0,0.478051,0.381974,-0.009062,0.481731,0.353859,-0.005931,HELLO
0.610503,0.52689,0.0,0.458426,0.403115,-0.024112,0.466299,0.377534,-0.017477,HELLO
0.621443,0.527513,0.0,0.476374,0.399265,-0.013577,0.479337,0.367222,-0.010108,HELLO
0.625925,0.522848,0.0,0.486272,0.388256,-0.013995,0.488866,0.35778,-0.009959,HELLO
0.778171,0.471906,0.0,0.704665,0.209624,-0.014339,0.722235,0.191836,-0.007583,HELLO
0.792691,0.486586,0.0,0.720091,0.223358,-0.010103,0.73649,0.208047,-0.007486,HELLO
